config,threshold_R1,threshold_R2,threshold_R3,threshold_R4,pattern_mask,patterns,n_patterns,survives_internal_constraints,internal_selection_score,internal_min_p_loss,internal_max_sens_loss,internal_min_spec_gain,internal_mean_spec_gain,internal_max_fisher_p,internal_min_deesc_n,internal_mean_event_rate
direct_vote_balanced,0.55,0.55,0.55,0.75,148,"-+--,--+-,+++-",3,True,0.22491731129139117,0.0625,0.03875968992248069,0.06139438085327786,0.06867845993756502,0.00011591161187414698,62,0.05464716009922734
direct_vote_balanced,0.65,0.65,0.65,0.75,84,"-+--,--+-,-++-",3,True,0.1966022393383809,0.0625,0.03875968992248069,0.055150884495317354,0.06285119667013525,0.00030312282626535547,57,0.06266874572795625
direct_vote_balanced,0.65,0.65,0.65,0.75,148,"-+--,--+-,+++-",3,True,0.19403569571703622,0.0625,0.03875968992248069,0.054110301768990676,0.06326742976066597,0.000410654868096581,56,0.06260373700482809
direct_vote_balanced,0.55,0.55,0.55,0.75,164,"-+--,+-+-,+++-",3,True,0.19029621215126158,0.0625,0.03875968992248069,0.054110301768990676,0.060353798126951096,0.0007308755080627992,56,0.06238516912141201
direct_vote_guarded,0.75,0.75,0.65,0.65,1044,"-+--,--+-,-+-+",3,True,0.1886592901929503,0.0625,0.03875968992248058,0.055150884495317354,0.05660770031217481,0.005438866402125842,55,0.061563501762215964
direct_vote_balanced,0.55,0.65,0.55,0.75,148,"-+--,--+-,+++-",3,True,0.18732271531770617,0.0625,0.03875968992248069,0.0520291363163371,0.060353798126951096,0.0006412019858820849,52,0.04931234490556524
direct_vote_balanced,0.75,0.55,0.55,0.75,208,"--+-,-++-,+++-",3,True,0.18621662074400658,0.0625,0.03875968992248069,0.054110301768990676,0.058064516129032274,0.0016108561796059069,55,0.06672886990753064
direct_vote_balanced,0.75,0.65,0.55,0.75,208,"--+-,-++-,+++-",3,True,0.18455559849953346,0.0625,0.03875968992248069,0.054110301768990676,0.05702393340270553,0.0015794048975654148,55,0.06796444481108728
direct_vote_balanced,0.55,0.55,0.55,0.75,196,"-+--,-++-,+++-",3,True,0.18429862460900612,0.25,0.023255813953488413,0.048907388137356955,0.055359001040582737,0.00040758556998103884,50,0.05380742754513246
direct_vote_balanced,0.55,0.55,0.55,0.65,148,"-+--,--+-,+++-",3,True,0.18291909853564015,0.125,0.03100775193798455,0.04994797086368363,0.058064516129032254,0.0006598163308328161,51,0.05795404780939979
direct_vote_guarded,0.55,0.65,0.55,0.75,148,"-+--,--+-,+++-",3,True,0.18188301978358518,0.0625,0.03875968992248058,0.0520291363163371,0.05785639958376691,0.0017841746387204397,53,0.05799321680526472
direct_vote_balanced,0.65,0.65,0.65,0.75,1044,"-+--,--+-,-+-+",3,True,0.1796132782741688,0.0625,0.03875968992248069,0.04994797086368363,0.06201873048907387,0.00059966613500802,52,0.06383707879898136
direct_vote_balanced,0.65,0.65,0.65,0.65,1044,"-+--,--+-,-+-+",3,True,0.17863044576315,0.0625,0.03875968992248069,0.04994797086368363,0.06139438085327784,0.0006401825510727469,52,0.06451854942363208
direct_vote_balanced,0.5,0.5,0.5,0.5,33808,"--+-,-+-+,++++",3,True,0.1774552500196513,0.125,0.03100775193798444,0.04786680541103017,0.05764828303850156,0.004414130676693636,50,0.05237069922308546
direct_vote_balanced,0.75,0.75,0.55,0.75,208,"--+-,-++-,+++-",3,True,0.17528461183937313,0.0625,0.03875968992248069,0.0520291363163371,0.055150884495317354,0.0037446984921517983,55,0.07016132821390028
direct_vote_guarded,0.55,0.55,0.55,0.75,196,"-+--,-++-,+++-",3,True,0.17524284765901435,0.0625,0.03875968992248058,0.05098855359001042,0.055775234131113426,0.004073638582857173,53,0.061061695118298884
direct_vote_balanced,0.55,0.55,0.55,0.65,32788,"-+--,--+-,++++",3,True,0.17516760243087967,0.125,0.03100775193798455,0.048907388137356955,0.05327783558792924,0.0010565431717633996,48,0.05155056255151132
direct_vote_balanced,0.8,0.8,0.8,0.8,65534,"+---,-+--,++--,--+-,+-+-,-++-,+++-,---+,+--+,-+-+,++-+,--++,+-++,-+++,++++",15,True,0.17486369812880723,0.125,0.03100775193798455,0.048907388137356844,0.05306971904266389,0.0013700586525126363,49,0.05165889248596015
